uf,cidade,candidato,votos_validos,votos_concorrentes,lat,lon
AL,BELÉM,PADRE KELMON,4,3488,-1.45056,-48.4682453
AL,BELÉM,FELIPE D'AVILA,3,3488,-1.45056,-48.4682453
AL,BELÉM,SOFIA MANZANO,2,3488,-1.45056,-48.4682453
AL,BELÉM,LÉO PÉRICLES,1,3488,-1.45056,-48.4682453
AL,BELÉM,VERA,0,3488,-1.45056,-48.4682453
AL,BELÉM,CONSTITUINTE EYMAEL,0,3488,-1.45056,-48.4682453
AL,BOCA DA MATA,LULA,7789,13532,-9.6452054,-36.2116658
AL,BOCA DA MATA,JAIR BOLSONARO,4872,13532,-9.6452054,-36.2116658
AL,BOCA DA MATA,SIMONE TEBET,435,13532,-9.6452054,-36.2116658
AL,BOCA DA MATA,CIRO GOMES,274,13532,-9.6452054,-36.2116658
AL,BOCA DA MATA,SORAYA THRONICKE,108,13532,-9.6452054,-36.2116658
AL,BOCA DA MATA,PADRE KELMON,32,13532,-9.6452054,-36.2116658
AL,BOCA DA MATA,FELIPE D'AVILA,15,13532,-9.6452054,-36.2116658
AL,BOCA DA MATA,VERA,2,13532,-9.6452054,-36.2116658
AL,BOCA DA MATA,SOFIA MANZANO,2,13532,-9.6452054,-36.2116658
AL,BOCA DA MATA,LÉO PÉRICLES,2,13532,-9.6452054,-36.2116658
AL,BOCA DA MATA,CONSTITUINTE EYMAEL,1,13532,-9.6452054,-36.2116658
AL,BRANQUINHA,LULA,4230,6123,-9.2478057,-36.0152009
AL,BRANQUINHA,JAIR BOLSONARO,1471,6123,-9.2478057,-36.0152009
AL,BRANQUINHA,SIMONE TEBET,275,6123,-9.2478057,-36.0152009
AL,BRANQUINHA,CIRO GOMES,119,6123,-9.2478057,-36.0152009
AL,BRANQUINHA,SORAYA THRONICKE,14,6123,-9.2478057,-36.0152009
AL,BRANQUINHA,PADRE KELMON,6,6123,-9.2478057,-36.0152009
AL,BRANQUINHA,SOFIA MANZANO,3,6123,-9.2478057,-36.0152009
AL,BRANQUINHA,FELIPE D'AVILA,2,6123,-9.2478057,-36.0152009
AL,BRANQUINHA,LÉO PÉRICLES,1,6123,-9.2478057,-36.0152009
AL,BRANQUINHA,CONSTITUINTE EYMAEL,1,6123,-9.2478057,-36.0152009
AL,BRANQUINHA,VERA,1,6123,-9.2478057,-36.0152009
AL,CACIMBINHAS,LULA,4189,5955,-9.401212,-36.991082
AL,CACIMBINHAS,JAIR BOLSONARO,1310,5955,-9.401212,-36.991082
AL,CACIMBINHAS,SIMONE TEBET,306,5955,-9.401212,-36.991082
AL,CACIMBINHAS,CIRO GOMES,125,5955,-9.401212,-36.991082
AL,CACIMBINHAS,SORAYA THRONICKE,10,5955,-9.401212,-36.991082
AL,CACIMBINHAS,FELIPE D'AVILA,7,5955,-9.401212,-36.991082
AL,CACIMBINHAS,PADRE KELMON,5,5955,-9.401212,-36.991082
AL,CACIMBINHAS,SOFIA MANZANO,2,5955,-9.401212,-36.991082
AL,CACIMBINHAS,CONSTITUINTE EYMAEL,1,5955,-9.401212,-36.991082
AL,CACIMBINHAS,LÉO PÉRICLES,0,5955,-9.401212,-36.991082
AL,CACIMBINHAS,VERA,0,5955,-9.401212,-36.991082
AL,CAJUEIRO,LULA,6482,10006,-9.399589,-36.1524309
AL,CAJUEIRO,JAIR BOLSONARO,2840,10006,-9.399589,-36.1524309
AL,CAJUEIRO,SIMONE TEBET,385,10006,-9.399589,-36.1524309
AL,CAJUEIRO,CIRO GOMES,208,10006,-9.399589,-36.1524309
AL,CAJUEIRO,SORAYA THRONICKE,60,10006,-9.399589,-36.1524309
AL,CAJUEIRO,PADRE KELMON,19,10006,-9.399589,-36.1524309
AL,CAJUEIRO,FELIPE D'AVILA,7,10006,-9.399589,-36.1524309
AL,CAJUEIRO,SOFIA MANZANO,3,10006,-9.399589,-36.1524309
AL,CAJUEIRO,VERA,2,10006,-9.399589,-36.1524309
AL,CAJUEIRO,CONSTITUINTE EYMAEL,0,10006,-9.399589,-36.1524309
AL,CAJUEIRO,LÉO PÉRICLES,0,10006,-9.399589,-36.1524309
AL,CAMPESTRE,LULA,2685,4044,-8.8481634,-35.5660033
AL,CAMPESTRE,JAIR BOLSONARO,1074,4044,-8.8481634,-35.5660033
AL,CAMPESTRE,SIMONE TEBET,149,4044,-8.8481634,-35.5660033
AL,CAMPESTRE,CIRO GOMES,108,4044,-8.8481634,-35.5660033
AL,CAMPESTRE,SORAYA THRONICKE,16,4044,-8.8481634,-35.5660033
AL,CAMPESTRE,PADRE KELMON,6,4044,-8.8481634,-35.5660033
AL,CAMPESTRE,FELIPE D'AVILA,2,4044,-8.8481634,-35.5660033
AL,CAMPESTRE,LÉO PÉRICLES,2,4044,-8.8481634,-35.5660033
AL,CAMPESTRE,CONSTITUINTE EYMAEL,2,4044,-8.8481634,-35.5660033
AL,CAMPESTRE,VERA,0,4044,-8.8481634,-35.5660033
AL,CAMPESTRE,SOFIA MANZANO,0,4044,-8.8481634,-35.5660033
AL,CAMPO ALEGRE,LULA,11834,18067,-26.1941684,-49.2657484
AL,CAMPO ALEGRE,JAIR BOLSONARO,5279,18067,-26.1941684,-49.2657484
AL,CAMPO ALEGRE,SIMONE TEBET,368,18067,-26.1941684,-49.2657484
AL,CAMPO ALEGRE,CIRO GOMES,349,18067,-26.1941684,-49.2657484
AL,CAMPO ALEGRE,SORAYA THRONICKE,189,18067,-26.1941684,-49.2657484
AL,CAMPO ALEGRE,PADRE KELMON,24,18067,-26.1941684,-49.2657484
AL,CAMPO ALEGRE,FELIPE D'AVILA,18,18067,-26.1941684,-49.2657484
AL,CAMPO ALEGRE,SOFIA MANZANO,3,18067,-26.1941684,-49.2657484
AL,CAMPO ALEGRE,VERA,1,18067,-26.1941684,-49.2657484
AL,CAMPO ALEGRE,CONSTITUINTE EYMAEL,1,18067,-26.1941684,-49.2657484
AL,CAMPO ALEGRE,LÉO PÉRICLES,1,18067,-26.1941684,-49.2657484
AL,CAMPO GRANDE,LULA,5082,6562,-9.9725,-36.74791447368421
AL,CAMPO GRANDE,JAIR BOLSONARO,1136,6562,-9.9725,-36.74791447368421
AL,CAMPO GRANDE,SIMONE TEBET,187,6562,-9.9725,-36.74791447368421
AL,CAMPO GRANDE,CIRO GOMES,131,6562,-9.9725,-36.74791447368421
AL,CAMPO GRANDE,SORAYA THRONICKE,15,6562,-9.9725,-36.74791447368421
AL,CAMPO GRANDE,PADRE KELMON,7,6562,-9.9725,-36.74791447368421
AL,CAMPO GRANDE,SOFIA MANZANO,2,6562,-9.9725,-36.74791447368421
AL,CAMPO GRANDE,VERA,1,6562,-9.9725,-36.74791447368421
AL,CAMPO GRANDE,FELIPE D'AVILA,1,6562,-9.9725,-36.74791447368421
AL,CAMPO GRANDE,LÉO PÉRICLES,0,6562,-9.9725,-36.74791447368421
AL,CAMPO GRANDE,CONSTITUINTE EYMAEL,0,6562,-9.9725,-36.74791447368421
AL,CANAPI,LULA,7512,9304,-9.1173572,-37.6011704
AL,CANAPI,JAIR BOLSONARO,1239,9304,-9.1173572,-37.6011704
AL,CANAPI,SIMONE TEBET,263,9304,-9.1173572,-37.6011704
AL,CANAPI,CIRO GOMES,190,9304,-9.1173572,-37.6011704
AL,CANAPI,SORAYA THRONICKE,87,9304,-9.1173572,-37.6011704
AL,CANAPI,PADRE KELMON,4,9304,-9.1173572,-37.6011704
AL,CANAPI,FELIPE D'AVILA,4,9304,-9.1173572,-37.6011704
AL,CANAPI,LÉO PÉRICLES,3,9304,-9.1173572,-37.6011704
AL,CANAPI,SOFIA MANZANO,1,9304,-9.1173572,-37.6011704
AL,CANAPI,VERA,1,9304,-9.1173572,-37.6011704
AL,CANAPI,CONSTITUINTE EYMAEL,0,9304,-9.1173572,-37.6011704
AL,CAPELA,LULA,5477,9481,-9.415041,-36.082583
AL,CAPELA,JAIR BOLSONARO,3392,9481,-9.415041,-36.082583
AL,CAPELA,SIMONE TEBET,384,9481,-9.415041,-36.082583
AL,CAPELA,CIRO GOMES,180,9481,-9.415041,-36.082583
AL,CAPELA,SORAYA THRONICKE,23,9481,-9.415041,-36.082583
AL,CAPELA,PADRE KELMON,14,9481,-9.415041,-36.082583
AL,CAPELA,FELIPE D'AVILA,7,9481,-9.415041,-36.082583
AL,CAPELA,LÉO PÉRICLES,1,9481,-9.415041,-36.082583
AL,CAPELA,SOFIA MANZANO,1,9481,-9.415041,-36.082583
AL,CAPELA,VERA,1,9481,-9.415041,-36.082583
AL,CAPELA,CONSTITUINTE EYMAEL,1,9481,-9.415041,-36.082583
AL,CARNEIROS,LULA,3945,5041,-9.4832948,-37.3757121
AL,CARNEIROS,JAIR BOLSONARO,726,5041,-9.4832948,-37.3757121
AL,CARNEIROS,SIMONE TEBET,239,5041,-9.4832948,-37.3757121
AL,CARNEIROS,CIRO GOMES,102,5041,-9.4832948,-37.3757121
AL,CARNEIROS,SORAYA THRONICKE,14,5041,-9.4832948,-37.3757121
AL,CARNEIROS,FELIPE D'AVILA,6,5041,-9.4832948,-37.3757121
AL,CARNEIROS,PADRE KELMON,4,5041,-9.4832948,-37.3757121
AL,CARNEIROS,VERA,3,5041,-9.4832948,-37.3757121
AL,CARNEIROS,LÉO PÉRICLES,2,5041,-9.4832948,-37.3757121
AL,CARNEIROS,SOFIA MANZANO,0,5041,-9.4832948,-37.3757121
AL,CARNEIROS,CONSTITUINTE EYMAEL,0,5041,-9.4832948,-37.3757121
AL,CHÃ PRETA,LULA,3193,4373,-9.255605,-36.298334
AL,CHÃ PRETA,JAIR BOLSONARO,909,4373,-9.255605,-36.298334
AL,CHÃ PRETA,SIMONE TEBET,178,4373,-9.255605,-36.298334
AL,CHÃ PRETA,CIRO GOMES,63,4373,-9.255605,-36.298334
AL,CHÃ PRETA,SORAYA THRONICKE,19,4373,-9.255605,-36.298334
AL,CHÃ PRETA,PADRE KELMON,9,4373,-9.255605,-36.298334
AL,CHÃ PRETA,SOFIA MANZANO,1,4373,-9.255605,-36.298334
AL,CHÃ PRETA,LÉO PÉRICLES,1,4373,-9.255605,-36.298334
AL,CHÃ PRETA,FELIPE D'AVILA,0,4373,-9.255605,-36.298334
AL,CHÃ PRETA,VERA,0,4373,-9.255605,-36.298334
AL,CHÃ PRETA,CONSTITUINTE EYMAEL,0,4373,-9.255605,-36.298334
AL,COITÉ DO NÓIA,LULA,5049,6613,-9.633484,-36.584493
AL,COITÉ DO NÓIA,JAIR BOLSONARO,1109,6613,-9.633484,-36.584493
AL,COITÉ DO NÓIA,SIMONE TEBET,207,6613,-9.633484,-36.584493
AL,COITÉ DO NÓIA,CIRO GOMES,173,6613,-9.633484,-36.584493
AL,COITÉ DO NÓIA,SORAYA THRONICKE,60,6613,-9.633484,-36.584493
AL,COITÉ DO NÓIA,FELIPE D'AVILA,7,6613,-9.633484,-36.584493
AL,COITÉ DO NÓIA,PADRE KELMON,6,6613,-9.633484,-36.584493
AL,COITÉ DO NÓIA,LÉO PÉRICLES,1,6613,-9.633484,-36.584493
AL,COITÉ DO NÓIA,SOFIA MANZANO,1,6613,-9.633484,-36.584493
AL,COITÉ DO NÓIA,CONSTITUINTE EYMAEL,0,6613,-9.633484,-36.584493
AL,COITÉ DO NÓIA,VERA,0,6613,-9.633484,-36.584493
AL,COLÔNIA LEOPOLDINA,LULA,5517,10290,-8.9144649,-35.7220255
AL,COLÔNIA LEOPOLDINA,JAIR BOLSONARO,4190,10290,-8.9144649,-35.7220255
AL,COLÔNIA LEOPOLDINA,SIMONE TEBET,305,10290,-8.9144649,-35.7220255
AL,COLÔNIA LEOPOLDINA,CIRO GOMES,203,10290,-8.9144649,-35.7220255
AL,COLÔNIA LEOPOLDINA,SORAYA THRONICKE,37,10290,-8.9144649,-35.7220255
AL,COLÔNIA LEOPOLDINA,PADRE KELMON,21,10290,-8.9144649,-35.7220255
AL,COLÔNIA LEOPOLDINA,FELIPE D'AVILA,8,10290,-8.9144649,-35.7220255
AL,COLÔNIA LEOPOLDINA,LÉO PÉRICLES,3,10290,-8.9144649,-35.7220255
AL,COLÔNIA LEOPOLDINA,VERA,2,10290,-8.9144649,-35.7220255
AL,COLÔNIA LEOPOLDINA,SOFIA MANZANO,2,10290,-8.9144649,-35.7220255
AL,COLÔNIA LEOPOLDINA,CONSTITUINTE EYMAEL,2,10290,-8.9144649,-35.7220255
AL,COQUEIRO SECO,LULA,2367,3959,-9.637147,-35.799377
AL,COQUEIRO SECO,JAIR BOLSONARO,1300,3959,-9.637147,-35.799377
AL,COQUEIRO SECO,SIMONE TEBET,177,3959,-9.637147,-35.799377
AL,COQUEIRO SECO,CIRO GOMES,71,3959,-9.637147,-35.799377
AL,COQUEIRO SECO,SORAYA THRONICKE,27,3959,-9.637147,-35.799377
AL,COQUEIRO SECO,PADRE KELMON,11,3959,-9.637147,-35.799377
AL,COQUEIRO SECO,FELIPE D'AVILA,5,3959,-9.637147,-35.799377
AL,COQUEIRO SECO,VERA,1,3959,-9.637147,-35.799377
AL,COQUEIRO SECO,CONSTITUINTE EYMAEL,0,3959,-9.637147,-35.799377
AL,COQUEIRO SECO,SOFIA MANZANO,0,3959,-9.637147,-35.799377
AL,COQUEIRO SECO,LÉO PÉRICLES,0,3959,-9.637147,-35.799377
AL,CORURIPE,JAIR BOLSONARO,13580,28689,-10.1249963,-36.1760623
AL,CORURIPE,LULA,13124,28689,-10.1249963,-36.1760623
AL,CORURIPE,SIMONE TEBET,957,28689,-10.1249963,-36.1760623
AL,CORURIPE,CIRO GOMES,738,28689,-10.1249963,-36.1760623
AL,CORURIPE,SORAYA THRONICKE,187,28689,-10.1249963,-36.1760623
AL,CORURIPE,PADRE KELMON,72,28689,-10.1249963,-36.1760623
AL,CORURIPE,FELIPE D'AVILA,19,28689,-10.1249963,-36.1760623
AL,CORURIPE,SOFIA MANZANO,5,28689,-10.1249963,-36.1760623
AL,CORURIPE,VERA,3,28689,-10.1249963,-36.1760623
AL,CORURIPE,LÉO PÉRICLES,2,28689,-10.1249963,-36.1760623
AL,CORURIPE,CONSTITUINTE EYMAEL,2,28689,-10.1249963,-36.1760623
AL,CRAÍBAS,LULA,11172,14721,-9.6168038,-36.7684669
AL,CRAÍBAS,JAIR BOLSONARO,2625,14721,-9.6168038,-36.7684669
AL,CRAÍBAS,SIMONE TEBET,449,14721,-9.6168038,-36.7684669
AL,CRAÍBAS,CIRO GOMES,334,14721,-9.6168038,-36.7684669
AL,CRAÍBAS,SORAYA THRONICKE,112,14721,-9.6168038,-36.7684669
AL,CRAÍBAS,FELIPE D'AVILA,12,14721,-9.6168038,-36.7684669
AL,CRAÍBAS,PADRE KELMON,10,14721,-9.6168038,-36.7684669
AL,CRAÍBAS,SOFIA MANZANO,4,14721,-9.6168038,-36.7684669
AL,CRAÍBAS,CONSTITUINTE EYMAEL,1,14721,-9.6168038,-36.7684669
AL,CRAÍBAS,VERA,1,14721,-9.6168038,-36.7684669
AL,CRAÍBAS,LÉO PÉRICLES,1,14721,-9.6168038,-36.7684669
AL,DELMIRO GOUVEIA,LULA,22645,28603,-9.3841161,-37.997756
AL,DELMIRO GOUVEIA,JAIR BOLSONARO,4486,28603,-9.3841161,-37.997756
AL,DELMIRO GOUVEIA,SIMONE TEBET,783,28603,-9.3841161,-37.997756
AL,DELMIRO GOUVEIA,CIRO GOMES,573,28603,-9.3841161,-37.997756
AL,DELMIRO GOUVEIA,SORAYA THRONICKE,52,28603,-9.3841161,-37.997756
AL,DELMIRO GOUVEIA,FELIPE D'AVILA,23,28603,-9.3841161,-37.997756
AL,DELMIRO GOUVEIA,PADRE KELMON,19,28603,-9.3841161,-37.997756
AL,DELMIRO GOUVEIA,SOFIA MANZANO,9,28603,-9.3841161,-37.997756
AL,DELMIRO GOUVEIA,CONSTITUINTE EYMAEL,6,28603,-9.3841161,-37.997756
AL,DELMIRO GOUVEIA,VERA,4,28603,-9.3841161,-37.997756
AL,DELMIRO GOUVEIA,LÉO PÉRICLES,3,28603,-9.3841161,-37.997756
AL,DOIS RIACHOS,LULA,4778,6543,-9.384645,-37.096502
AL,DOIS RIACHOS,JAIR BOLSONARO,1399,6543,-9.384645,-37.096502
AL,DOIS RIACHOS,SIMONE TEBET,248,6543,-9.384645,-37.096502
AL,DOIS RIACHOS,CIRO GOMES,96,6543,-9.384645,-37.096502
AL,DOIS RIACHOS,SORAYA THRONICKE,14,6543,-9.384645,-37.096502
AL,DOIS RIACHOS,PADRE KELMON,5,6543,-9.384645,-37.096502
AL,DOIS RIACHOS,VERA,1,6543,-9.384645,-37.096502
AL,DOIS RIACHOS,LÉO PÉRICLES,1,6543,-9.384645,-37.096502
AL,DOIS RIACHOS,FELIPE D'AVILA,1,6543,-9.384645,-37.096502
AL,DOIS RIACHOS,CONSTITUINTE EYMAEL,0,6543,-9.384645,-37.096502
AL,DOIS RIACHOS,SOFIA MANZANO,0,6543,-9.384645,-37.096502
AL,ESTRELA DE ALAGOAS,LULA,6284,7878,-9.3888972,-36.7616833
AL,ESTRELA DE ALAGOAS,JAIR BOLSONARO,1077,7878,-9.3888972,-36.7616833
AL,ESTRELA DE ALAGOAS,SIMONE TEBET,270,7878,-9.3888972,-36.7616833
AL,ESTRELA DE ALAGOAS,CIRO GOMES,157,7878,-9.3888972,-36.7616833
AL,ESTRELA DE ALAGOAS,SORAYA THRONICKE,64,7878,-9.3888972,-36.7616833
AL,ESTRELA DE ALAGOAS,PADRE KELMON,12,7878,-9.3888972,-36.7616833
AL,ESTRELA DE ALAGOAS,CONSTITUINTE EYMAEL,5,7878,-9.3888972,-36.7616833
AL,ESTRELA DE ALAGOAS,FELIPE D'AVILA,5,7878,-9.3888972,-36.7616833
AL,ESTRELA DE ALAGOAS,SOFIA MANZANO,2,7878,-9.3888972,-36.7616833
AL,ESTRELA DE ALAGOAS,VERA,1,7878,-9.3888972,-36.7616833
AL,ESTRELA DE ALAGOAS,LÉO PÉRICLES,1,7878,-9.3888972,-36.7616833
AL,FEIRA GRANDE,LULA,9890,13409,-9.8944239,-36.6793255
AL,FEIRA GRANDE,JAIR BOLSONARO,2657,13409,-9.8944239,-36.6793255
AL,FEIRA GRANDE,SIMONE TEBET,467,13409,-9.8944239,-36.6793255
AL,FEIRA GRANDE,CIRO GOMES,304,13409,-9.8944239,-36.6793255
AL,FEIRA GRANDE,SORAYA THRONICKE,63,13409,-9.8944239,-36.6793255
AL,FEIRA GRANDE,PADRE KELMON,12,13409,-9.8944239,-36.6793255
AL,FEIRA GRANDE,FELIPE D'AVILA,11,13409,-9.8944239,-36.6793255
AL,FEIRA GRANDE,SOFIA MANZANO,3,13409,-9.8944239,-36.6793255
AL,FEIRA GRANDE,VERA,2,13409,-9.8944239,-36.6793255
AL,FEIRA GRANDE,CONSTITUINTE EYMAEL,0,13409,-9.8944239,-36.6793255
AL,FEIRA GRANDE,LÉO PÉRICLES,0,13409,-9.8944239,-36.6793255
AL,FELIZ DESERTO,LULA,1629,2444,-10.292494,-36.3028583
AL,FELIZ DESERTO,JAIR BOLSONARO,709,2444,-10.292494,-36.3028583
AL,FELIZ DESERTO,SIMONE TEBET,68,2444,-10.292494,-36.3028583
AL,FELIZ DESERTO,CIRO GOMES,25,2444,-10.292494,-36.3028583
AL,FELIZ DESERTO,SORAYA THRONICKE,8,2444,-10.292494,-36.3028583
AL,FELIZ DESERTO,PADRE KELMON,3,2444,-10.292494,-36.3028583
AL,FELIZ DESERTO,LÉO PÉRICLES,1,2444,-10.292494,-36.3028583
AL,FELIZ DESERTO,FELIPE D'AVILA,1,2444,-10.292494,-36.3028583
AL,FELIZ DESERTO,CONSTITUINTE EYMAEL,0,2444,-10.292494,-36.3028583
AL,FELIZ DESERTO,VERA,0,2444,-10.292494,-36.3028583
AL,FELIZ DESERTO,SOFIA MANZANO,0,2444,-10.292494,-36.3028583
AL,FLEXEIRAS,LULA,3001,6099,-9.2788679,-35.7235246
AL,FLEXEIRAS,JAIR BOLSONARO,2685,6099,-9.2788679,-35.7235246
AL,FLEXEIRAS,SIMONE TEBET,173,6099,-9.2788679,-35.7235246
AL,FLEXEIRAS,CIRO GOMES,142,6099,-9.2788679,-35.7235246
AL,FLEXEIRAS,SORAYA THRONICKE,72,6099,-9.2788679,-35.7235246
AL,FLEXEIRAS,PADRE KELMON,20,6099,-9.2788679,-35.7235246
AL,FLEXEIRAS,FELIPE D'AVILA,3,6099,-9.2788679,-35.7235246
AL,FLEXEIRAS,LÉO PÉRICLES,1,6099,-9.2788679,-35.7235246
AL,FLEXEIRAS,SOFIA MANZANO,1,6099,-9.2788679,-35.7235246
AL,FLEXEIRAS,VERA,1,6099,-9.2788679,-35.7235246
AL,FLEXEIRAS,CONSTITUINTE EYMAEL,0,6099,-9.2788679,-35.7235246
AL,GIRAU DO PONCIANO,LULA,15297,19488,-9.884041,-36.831592
AL,GIRAU DO PONCIANO,JAIR BOLSONARO,3102,19488,-9.884041,-36.831592
AL,GIRAU DO PONCIANO,SIMONE TEBET,491,19488,-9.884041,-36.831592
AL,GIRAU DO PONCIANO,CIRO GOMES,454,19488,-9.884041,-36.831592
AL,GIRAU DO PONCIANO,SORAYA THRONICKE,108,19488,-9.884041,-36.831592
AL,GIRAU DO PONCIANO,PADRE KELMON,20,19488,-9.884041,-36.831592
AL,GIRAU DO PONCIANO,FELIPE D'AVILA,8,19488,-9.884041,-36.831592
AL,GIRAU DO PONCIANO,LÉO PÉRICLES,4,19488,-9.884041,-36.831592
AL,GIRAU DO PONCIANO,SOFIA MANZANO,3,19488,-9.884041,-36.831592
AL,GIRAU DO PONCIANO,VERA,1,19488,-9.884041,-36.831592
AL,GIRAU DO PONCIANO,CONSTITUINTE EYMAEL,0,19488,-9.884041,-36.831592
AL,IBATEGUARA,LULA,4787,7922,-8.9737196,-35.9279963
AL,IBATEGUARA,JAIR BOLSONARO,2590,7922,-8.9737196,-35.9279963
AL,IBATEGUARA,SIMONE TEBET,300,7922,-8.9737196,-35.9279963
AL,IBATEGUARA,CIRO GOMES,192,7922,-8.9737196,-35.9279963
AL,IBATEGUARA,SORAYA THRONICKE,30,7922,-8.9737196,-35.9279963
AL,IBATEGUARA,PADRE KELMON,11,7922,-8.9737196,-35.9279963
AL,IBATEGUARA,FELIPE D'AVILA,6,7922,-8.9737196,-35.9279963
AL,IBATEGUARA,LÉO PÉRICLES,4,7922,-8.9737196,-35.9279963
AL,IBATEGUARA,SOFIA MANZANO,2,7922,-8.9737196,-35.9279963
AL,IBATEGUARA,VERA,0,7922,-8.9737196,-35.9279963
AL,IBATEGUARA,CONSTITUINTE EYMAEL,0,7922,-8.9737196,-35.9279963
AL,IGACI,LULA,10652,13778,-9.537678,-36.637191
AL,IGACI,JAIR BOLSONARO,2325,13778,-9.537678,-36.637191
AL,IGACI,SIMONE TEBET,443,13778,-9.537678,-36.637191
AL,IGACI,CIRO GOMES,231,13778,-9.537678,-36.637191
AL,IGACI,SORAYA THRONICKE,89,13778,-9.537678,-36.637191
AL,IGACI,PADRE KELMON,24,13778,-9.537678,-36.637191
AL,IGACI,FELIPE D'AVILA,8,13778,-9.537678,-36.637191
AL,IGACI,VERA,4,13778,-9.537678,-36.637191
AL,IGACI,LÉO PÉRICLES,1,13778,-9.537678,-36.637191
AL,IGACI,CONSTITUINTE EYMAEL,1,13778,-9.537678,-36.637191
AL,IGACI,SOFIA MANZANO,0,13778,-9.537678,-36.637191
AL,IGREJA NOVA,LULA,9392,12847,-10.1267244,-36.658151
AL,IGREJA NOVA,JAIR BOLSONARO,2704,12847,-10.1267244,-36.658151
AL,IGREJA NOVA,SIMONE TEBET,441,12847,-10.1267244,-36.658151
AL,IGREJA NOVA,CIRO GOMES,219,12847,-10.1267244,-36.658151
AL,IGREJA NOVA,SORAYA THRONICKE,69,12847,-10.1267244,-36.658151
AL,IGREJA NOVA,PADRE KELMON,12,12847,-10.1267244,-36.658151
AL,IGREJA NOVA,FELIPE D'AVILA,7,12847,-10.1267244,-36.658151
AL,IGREJA NOVA,SOFIA MANZANO,2,12847,-10.1267244,-36.658151
AL,IGREJA NOVA,VERA,1,12847,-10.1267244,-36.658151
AL,IGREJA NOVA,CONSTITUINTE EYMAEL,0,12847,-10.1267244,-36.658151
AL,IGREJA NOVA,LÉO PÉRICLES,0,12847,-10.1267244,-36.658151
AL,INHAPI,LULA,7310,9046,-9.222095,-37.7480654
AL,INHAPI,JAIR BOLSONARO,1213,9046,-9.222095,-37.7480654
AL,INHAPI,SIMONE TEBET,329,9046,-9.222095,-37.7480654
AL,INHAPI,CIRO GOMES,163,9046,-9.222095,-37.7480654
AL,INHAPI,SORAYA THRONICKE,17,9046,-9.222095,-37.7480654
AL,INHAPI,SOFIA MANZANO,4,9046,-9.222095,-37.7480654
AL,INHAPI,FELIPE D'AVILA,4,9046,-9.222095,-37.7480654
AL,INHAPI,PADRE KELMON,3,9046,-9.222095,-37.7480654
AL,INHAPI,VERA,1,9046,-9.222095,-37.7480654
AL,INHAPI,CONSTITUINTE EYMAEL,1,9046,-9.222095,-37.7480654
AL,INHAPI,LÉO PÉRICLES,1,9046,-9.222095,-37.7480654
AL,JACARÉ DOS HOMENS,LULA,2829,3633,-9.6348723,-37.2055752
AL,JACARÉ DOS HOMENS,JAIR BOLSONARO,610,3633,-9.6348723,-37.2055752
AL,JACARÉ DOS HOMENS,SIMONE TEBET,104,3633,-9.6348723,-37.2055752
AL,JACARÉ DOS HOMENS,CIRO GOMES,63,3633,-9.6348723,-37.2055752
AL,JACARÉ DOS HOMENS,SORAYA THRONICKE,21,3633,-9.6348723,-37.2055752
AL,JACARÉ DOS HOMENS,FELIPE D'AVILA,4,3633,-9.6348723,-37.2055752
AL,JACARÉ DOS HOMENS,CONSTITUINTE EYMAEL,1,3633,-9.6348723,-37.2055752
AL,JACARÉ DOS HOMENS,PADRE KELMON,1,3633,-9.6348723,-37.2055752
AL,JACARÉ DOS HOMENS,SOFIA MANZANO,0,3633,-9.6348723,-37.2055752
AL,JACARÉ DOS HOMENS,VERA,0,3633,-9.6348723,-37.2055752
AL,JACARÉ DOS HOMENS,LÉO PÉRICLES,0,3633,-9.6348723,-37.2055752
AL,JACUÍPE,LULA,2904,4237,-8.83951,-35.459074
AL,JACUÍPE,JAIR BOLSONARO,1107,4237,-8.83951,-35.459074
AL,JACUÍPE,CIRO GOMES,110,4237,-8.83951,-35.459074
AL,JACUÍPE,SIMONE TEBET,96,4237,-8.83951,-35.459074
AL,JACUÍPE,SORAYA THRONICKE,12,4237,-8.83951,-35.459074
AL,JACUÍPE,PADRE KELMON,5,4237,-8.83951,-35.459074
AL,JACUÍPE,FELIPE D'AVILA,2,4237,-8.83951,-35.459074
AL,JACUÍPE,VERA,1,4237,-8.83951,-35.459074
AL,JACUÍPE,LÉO PÉRICLES,0,4237,-8.83951,-35.459074
AL,JACUÍPE,SOFIA MANZANO,0,4237,-8.83951,-35.459074
AL,JACUÍPE,CONSTITUINTE EYMAEL,0,4237,-8.83951,-35.459074
AL,JAPARATINGA,JAIR BOLSONARO,2754,5455,-9.087464,-35.263403
AL,JAPARATINGA,LULA,2426,5455,-9.087464,-35.263403
AL,JAPARATINGA,SIMONE TEBET,142,5455,-9.087464,-35.263403
AL,JAPARATINGA,CIRO GOMES,81,5455,-9.087464,-35.263403
AL,JAPARATINGA,SORAYA THRONICKE,38,5455,-9.087464,-35.263403
AL,JAPARATINGA,PADRE KELMON,9,5455,-9.087464,-35.263403
AL,JAPARATINGA,FELIPE D'AVILA,3,5455,-9.087464,-35.263403
AL,JAPARATINGA,LÉO PÉRICLES,2,5455,-9.087464,-35.263403
AL,JAPARATINGA,SOFIA MANZANO,0,5455,-9.087464,-35.263403
AL,JAPARATINGA,VERA,0,5455,-9.087464,-35.263403
